CMS Certification Number (CCN),Provider Name,Provider Address,City/Town,State,ZIP Code,Telephone Number,Provider SSA County Code,County/Parish,Ownership Type,Number of Certified Beds,Average Number of Residents per Day,Average Number of Residents per Day Footnote,Provider Type,Provider Resides in Hospital,Legal Business Name,Date First Approved to Provide Medicare and Medicaid Services,Affiliated Entity Name,Affiliated Entity ID,Continuing Care Retirement Community,Special Focus Status,Abuse Icon,Most Recent Health Inspection More Than 2 Years Ago,Provider Changed Ownership in Last 12 Months,With a Resident and Family Council,Automatic Sprinkler Systems in All Required Areas,Overall Rating,Overall Rating Footnote,Health Inspection Rating,Health Inspection Rating Footnote,QM Rating,QM Rating Footnote,Long-Stay QM Rating,Long-Stay QM Rating Footnote,Short-Stay QM Rating,Short-Stay QM Rating Footnote,Staffing Rating,Staffing Rating Footnote,Reported Staffing Footnote,Physical Therapist Staffing Footnote,Reported Nurse Aide Staffing Hours per Resident per Day,Reported LPN Staffing Hours per Resident per Day,Reported RN Staffing Hours per Resident per Day,Reported Licensed Staffing Hours per Resident per Day,Reported Total Nurse Staffing Hours per Resident per Day,Total number of nurse staff hours per resident per day on the weekend,Registered Nurse hours per resident per day on the weekend,Reported Physical Therapist Staffing Hours per Resident Per Day,Total nursing staff turnover,Total nursing staff turnover footnote,Registered Nurse turnover,Registered Nurse turnover footnote,Number of administrators who have left the nursing home,Administrator turnover footnote,Nursing Case-Mix Index,Nursing Case-Mix Index Ratio,Case-Mix Nurse Aide Staffing Hours per Resident per Day,Case-Mix LPN Staffing Hours per Resident per Day,Case-Mix RN Staffing Hours per Resident per Day,Case-Mix Total Nurse Staffing Hours per Resident per Day,Case-Mix Weekend Total Nurse Staffing Hours per Resident per Day,Adjusted Nurse Aide Staffing Hours per Resident per Day,Adjusted LPN Staffing Hours per Resident per Day,Adjusted RN Staffing Hours per Resident per Day,Adjusted Total Nurse Staffing Hours per Resident per Day,Adjusted Weekend Total Nurse Staffing Hours per Resident per Day,Rating Cycle 1 Standard Survey Health Date,Rating Cycle 1 Total Number of Health Deficiencies,Rating Cycle 1 Number of Standard Health Deficiencies,Rating Cycle 1 Number of Complaint Health Deficiencies,Rating Cycle 1 Health Deficiency Score,Rating Cycle 1 Number of Health Revisits,Rating Cycle 1 Health Revisit Score,Rating Cycle 1 Total Health Score,Rating Cycle 2 Standard Health Survey Date,Rating Cycle 2 Total Number of Health Deficiencies,Rating Cycle 2 Number of Standard Health Deficiencies,Rating Cycle 2 Number of Complaint Health Deficiencies,Rating Cycle 2 Health Deficiency Score,Rating Cycle 2 Number of Health Revisits,Rating Cycle 2 Health Revisit Score,Rating Cycle 2 Total Health Score,Rating Cycle 3 Standard Health Survey Date,Rating Cycle 3 Total Number of Health Deficiencies,Rating Cycle 3 Number of Standard Health Deficiencies,Rating Cycle 3 Number of Complaint Health Deficiencies,Rating Cycle 3 Health Deficiency Score,Rating Cycle 3 Number of Health Revisits,Rating Cycle 3 Health Revisit Score,Rating Cycle 3 Total Health Score,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Citations from Infection Control Inspections,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,Location,Latitude,Longitude,Geocoding Footnote,Processing Date
215071.0,HEBREW HOME OF GREATER WASHINGTON,6121 MONTROSE ROAD,ROCKVILLE,MD,20852,3017708310,150,Montgomery,Non profit - Corporation,558,387.6,,Medicare and Medicaid,N,HEBREW HOME OF GREATER WASHINGTON INC,1969-09-29,,,N,,N,Y,N,Resident,Yes,5.0,,5.0,,4.0,,3.0,,5.0,,4.0,,,,2.17168,1.18166,0.6095,1.79116,3.96284,3.57075,0.46522,0.06759,31.8,,38.0,,1.0,,1.32571,0.97324,2.25299,0.84514,0.6473,3.74543,3.29236,2.21888,1.20734,0.62274,4.04897,3.64836,2019-12-20,3.0,3.0,0.0,20.0,1.0,0.0,20.0,2018-12-10,6.0,6.0,0.0,24.0,1.0,0.0,24.0,2017-12-11,8.0,6.0,2.0,48.0,1.0,0.0,48.0,26.0,4,0,,1,13396.5,0,1,"6121 MONTROSE ROAD,ROCKVILLE,MD,20852",39.0527,-77.124,,2025-03-01
215092.0,COLLINGSWOOD REHABILITATION AND HEALTHCARE CENTER,299 HURLEY AVENUE,ROCKVILLE,MD,20850,3017628900,150,Montgomery,For profit - Corporation,160,152.3,,Medicare and Medicaid,N,COLLINGSWOOD OPERATOR LLC,1973-06-12,MARQUIS HEALTH SERVICES,336.0,N,,N,Y,N,Resident,Yes,3.0,,2.0,,5.0,,4.0,,5.0,,2.0,,,,2.30503,0.9441,0.61744,1.56154,3.86658,3.1992,0.45209,0.14913,27.1,,26.9,,2.0,,1.84781,1.35653,3.14028,1.17798,0.90222,5.22049,4.58898,1.68969,0.69206,0.45261,2.83436,2.34515,2022-08-23,30.0,30.0,17.0,164.0,1.0,0.0,164.0,2019-12-09,10.0,10.0,0.0,48.0,1.0,0.0,48.0,2019-01-08,20.0,4.0,16.0,163.0,1.0,0.0,163.0,125.167,0,14,,1,10062.0,0,1,"299 HURLEY AVENUE,ROCKVILLE,MD,20850",39.0879,-77.179,,2025-03-01
215095.0,MONTCARE AT BETHESDA,6530 DEMOCRACY BOULEVARD,BETHESDA,MD,20817,3015309000,150,Montgomery,For profit - Limited Liability company,110,97.5,,Medicare and Medicaid,N,BETHESDA OPERATOR LLC,1975-02-01,,,N,,N,N,N,Resident,Yes,4.0,,4.0,,4.0,,5.0,,2.0,,2.0,,,,1.80234,0.86538,0.7143,1.57968,3.38202,2.93248,0.47461,0.06572,34.2,,45.8,,1.0,,1.46562,1.07596,2.49077,0.93434,0.71562,4.14073,3.63984,1.66571,0.79978,0.66015,3.12564,2.71018,2024-11-06,13.0,13.0,0.0,68.0,1.0,0.0,68.0,2019-11-25,5.0,5.0,0.0,20.0,1.0,0.0,20.0,2018-10-29,12.0,12.0,0.0,44.0,1.0,0.0,44.0,48.0,0,0,,0,0.0,0,0,"6530 DEMOCRACY BOULEVARD,BETHESDA,MD,20817",39.0228,-77.132,,2025-03-01
215099.0,WILSON HEALTH CARE CENTER,301 RUSSELL AVENUE,GAITHERSBURG,MD,20877,3012164004,150,Montgomery,Non profit - Corporation,285,178.4,,Medicare and Medicaid,N,"ASBURY ATLANTIC, INC",1975-04-10,ASBURY COMMUNITIES,47.0,Y,,N,Y,N,Both,Yes,5.0,,4.0,,4.0,,3.0,,5.0,,5.0,,,,2.19981,0.9292,1.04239,1.97159,4.1714,3.64793,0.721,0.10619,14.3,,8.1,,0.0,,1.37639,1.01045,2.33912,0.87745,0.67205,3.88862,3.41823,2.16486,0.91444,1.02582,4.10512,3.58997,2020-03-13,9.0,9.0,0.0,40.0,1.0,0.0,40.0,2019-02-01,7.0,7.0,0.0,32.0,1.0,0.0,32.0,2018-03-30,9.0,9.0,0.0,24.0,1.0,0.0,24.0,34.667,0,0,,0,0.0,0,0,"301 RUSSELL AVENUE,GAITHERSBURG,MD,20877",39.1477,-77.199,,2025-03-01
215107.0,STERLING CARE ROCKVILLE NURSING,303 ADCLARE ROAD,ROCKVILLE,MD,20850,3012799000,150,Montgomery,Non profit - Corporation,100,91.1,,Medicare and Medicaid,N,"ROCKVILLE SNF OPERATOR, LLC",1977-03-01,STERLING CARE,492.0,N,,N,Y,N,Resident,Yes,5.0,,5.0,,5.0,,5.0,,5.0,,2.0,,,,2.13803,0.89394,0.40155,1.29549,3.43352,3.02387,0.25757,0.12606,36.4,,53.3,,0.0,,1.49331,1.09629,2.53783,0.95199,0.72914,4.21896,3.70861,1.93931,0.81085,0.36423,3.11439,2.74282,2019-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-11,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,,1,657.8,0,1,"303 ADCLARE ROAD,ROCKVILLE,MD,20850",39.0832,-77.17,,2025-03-01
215125.0,THE VILLAGE AT ROCKVILLE,9701 VEIRS DRIVE,ROCKVILLE,MD,20850,3014249560,150,Montgomery,Non profit - Corporation,160,137.4,,Medicare and Medicaid,N,"THE VILLAGE AT ROCKVILLE, INC.",1980-07-25,NATIONAL LUTHERAN COMMUNITIES & SERVICES,365.0,Y,,N,N,N,Resident,Yes,3.0,,2.0,,5.0,,4.0,,5.0,,4.0,,,,2.28706,1.13342,0.75224,1.88566,4.17273,3.88317,0.5531,0.05811,32.0,,48.0,,0.0,,1.43147,1.05089,2.43273,0.91257,0.69894,4.04424,3.55502,2.16412,1.07249,0.7118,3.94841,3.67442,2024-10-11,22.0,21.0,5.0,128.0,1.0,0.0,128.0,2019-10-24,6.0,6.0,0.0,145.0,1.0,0.0,145.0,2018-07-19,10.0,10.0,0.0,32.0,1.0,0.0,32.0,117.667,0,0,,1,17345.25,0,1,"9701 VEIRS DRIVE,ROCKVILLE,MD,20850",39.0773,-77.196,,2025-03-01
215164.0,SHADY GROVE NURSING AND REHABILITATION CENTER,9701 MEDICAL CENTER DRIVE,ROCKVILLE,MD,20850,3013151900,150,Montgomery,For profit - Limited Liability company,134,133.3,,Medicare and Medicaid,N,SHADY GROVE SNF LLC,1987-06-05,,,N,,N,Y,N,Resident,Yes,3.0,,2.0,,5.0,,5.0,,4.0,,3.0,,,,1.92803,1.00416,0.5758,1.57996,3.50799,3.12839,0.32022,0.18135,41.1,,33.3,,0.0,,1.46734,1.07722,2.49369,0.93543,0.71646,4.14558,3.64411,1.77979,0.92695,0.53153,3.23826,2.88785,2021-01-15,24.0,14.0,10.0,132.0,1.0,0.0,132.0,2019-04-12,17.0,17.0,0.0,72.0,1.0,0.0,72.0,2018-03-19,22.0,20.0,2.0,96.0,2.0,48.0,144.0,114.0,0,9,,0,0.0,0,0,"9701 MEDICAL CENTER DRIVE,ROCKVILLE,MD,20850",39.1016,-77.196,,2025-03-01
215168.0,LAYHILL NURSING AND REHABILITATION CENTER,3227 BEL PRE ROAD,SILVER SPRING,MD,20906,3018712000,150,Montgomery,For profit - Limited Liability company,129,128.9,,Medicare and Medicaid,N,LAYHILL SNF LLC,1987-11-02,,,N,SFF Candidate,Y,N,N,Resident,Yes,1.0,,1.0,,4.0,,5.0,,2.0,,2.0,,,,1.87235,0.84043,0.75388,1.59431,3.46667,2.85512,0.51377,0.18559,47.7,,55.6,,1.0,,1.61264,1.18389,2.74062,1.02806,0.7874,4.55607,4.00494,1.57267,0.70591,0.63321,2.9118,2.39814,2024-09-23,70.0,46.0,32.0,545.0,2.0,273.0,818.0,2019-09-27,7.0,7.0,0.0,48.0,1.0,0.0,48.0,2018-10-16,16.0,16.0,0.0,72.0,1.0,0.0,72.0,437.0,1,0,,2,159362.5,1,3,"3227 BEL PRE ROAD,SILVER SPRING,MD,20906",39.0914,-77.063,,2025-03-01
215171.0,MONTCARE AT POTOMAC,10714 POTOMAC TENNIS LANE,POTOMAC,MD,20854,3012992453,150,Montgomery,For profit - Limited Liability company,158,146.4,,Medicare and Medicaid,N,POTOMAC OPERATOR LLC,1988-06-24,,,N,,N,N,N,Resident,Yes,5.0,,5.0,,5.0,,5.0,,5.0,,3.0,,,,1.72081,0.80421,0.94671,1.75093,3.47173,2.93267,0.6888,0.08192,26.6,,26.9,,0.0,,1.76074,1.29262,2.99232,1.12248,0.85971,4.97451,4.37276,1.3238,0.61867,0.7283,2.67076,2.25607,2024-09-30,11.0,10.0,3.0,44.0,1.0,0.0,44.0,2019-10-10,2.0,2.0,0.0,4.0,1.0,0.0,4.0,2018-08-03,4.0,4.0,0.0,16.0,1.0,0.0,16.0,26.0,0,0,,0,0.0,0,0,"10714 POTOMAC TENNIS LANE,POTOMAC,MD,20854",39.0308,-77.201,,2025-03-01
215187.0,STERLING CARE BETHESDA,5721 GROSVENOR LANE,BETHESDA,MD,20814,3015301600,150,Montgomery,For profit - Corporation,200,171.1,,Medicare and Medicaid,N,BETHESDA SNF OPERATOR LLC,1989-02-10,STERLING CARE,492.0,Y,,N,Y,N,Resident,Yes,3.0,,3.0,,4.0,,5.0,,3.0,,2.0,,,,1.50265,1.02774,0.40454,1.43227,2.93492,2.66991,0.30856,0.03888,47.8,,74.1,,1.0,,1.2292,0.90239,2.08898,0.78362,0.60018,3.47277,3.05268,1.65585,1.13252,0.44578,3.23415,2.94213,2020-01-31,10.0,10.0,0.0,52.0,1.0,0.0,52.0,2019-03-15,15.0,14.0,1.0,64.0,1.0,0.0,64.0,2018-03-02,21.0,21.0,0.0,80.0,1.0,0.0,80.0,60.667,0,0,,0,0.0,0,0,"5721 GROSVENOR LANE,BETHESDA,MD,20814",39.0226,-77.114,,2025-03-01
215197.0,FOX CHASE HEALTHCARE,2015 EAST-WEST HIGHWAY,SILVER SPRING,MD,20910,3015872400,150,Montgomery,For profit - Corporation,87,69.0,,Medicare and Medicaid,N,SUMMIT HILLS MD OPCO,1989-09-01,,,N,,N,Y,N,Resident,Yes,1.0,,1.0,,4.0,,5.0,,3.0,,3.0,,,,1.87736,0.89331,0.52283,1.41614,3.2935,2.9784,0.31884,0.18394,63.9,,60.0,,1.0,,1.17371,0.86165,1.99467,0.74824,0.57308,3.31599,2.91487,2.16658,1.03093,0.60338,3.80088,3.43724,2020-01-17,19.0,19.0,0.0,156.0,1.0,0.0,156.0,2019-01-18,20.0,6.0,14.0,195.0,1.0,0.0,195.0,2018-01-08,14.0,14.0,0.0,56.0,1.0,0.0,56.0,152.333,5,2,,2,75124.77,0,2,"2015 EAST-WEST HIGHWAY,SILVER SPRING,MD,20910",38.9952,-77.043,,2025-03-01
215200.0,BROOKE GROVE REHAB. & NSG CTR,18131 SLADE SCHOOL ROAD,SANDY SPRING,MD,20860,3019245176,150,Montgomery,Non profit - Corporation,190,176.3,,Medicare and Medicaid,N,"BROOKE GROVE FOUNDATION, INC.",1989-06-02,,,Y,,N,Y,N,Both,Yes,4.0,,4.0,,2.0,,2.0,,2.0,,3.0,,,,2.44907,0.81842,0.96502,1.78343,4.23251,3.70049,0.56876,0.14082,,6.0,,6.0,,6.0,1.45977,1.07166,2.48082,0.9306,0.71276,4.12418,3.62529,2.2725,0.75941,0.89544,3.92735,3.43369,2020-02-28,8.0,8.0,0.0,28.0,1.0,0.0,28.0,2019-02-15,15.0,15.0,0.0,52.0,1.0,0.0,52.0,2018-01-10,12.0,12.0,0.0,44.0,1.0,0.0,44.0,38.667,0,0,,0,0.0,0,0,"18131 SLADE SCHOOL ROAD,SANDY SPRING,MD,20860",39.1548,-77.04,,2025-03-01
