State,CMS Certification Number (CCN),Provider Name,Address,City/Town,ZIP Code,Telephone Number,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Certification Date,Quality of patient care star rating,Footnote for quality of patient care star rating,Numerator for how often the home health team began their patients' care in a timely manner,Denominator for how often the home health team began their patients' care in a timely manner,How often the home health team began their patients' care in a timely manner,Footnote for how often the home health team began their patients' care in a timely manner,Numerator for how often the home health team determined whether patients received a flu shot for the current flu season,Denominator for how often the home health team determined whether patients received a flu shot for the current flu season,How often the home health team determined whether patients received a flu shot for the current flu season,Footnote for how often the home health team determined whether patients received a flu shot for the current flu season,Numerator for how often patients got better at walking or moving around,Denominator for how often patients got better at walking or moving around,How often patients got better at walking or moving around,Footnote for how often patients got better at walking or moving around,Numerator for how often patients got better at getting in and out of bed,Denominator for how often patients got better at getting in and out of bed,How often patients got better at getting in and out of bed,Footnote for how often patients got better at getting in and out of bed,Numerator for how often patients got better at bathing,Denominator for how often patients got better at bathing,How often patients got better at bathing,Footnote for how often patients got better at bathing,Numerator for how often patients' breathing improved,Denominator for how often patients' breathing improved,How often patients' breathing improved,Footnote for how often patients' breathing improved,Numerator for how often patients got better at taking their drugs correctly by mouth,Denominator for how often patients got better at taking their drugs correctly by mouth,How often patients got better at taking their drugs correctly by mouth,Footnote for how often patients got better at taking their drugs correctly by mouth,Numerator for Changes in skin integrity post-acute care: pressure ulcer/injury,Denominator for Changes in skin integrity post-acute care: pressure ulcer/injury,Changes in skin integrity post-acute care: pressure ulcer/injury,Footnote Changes in skin integrity post-acute care: pressure ulcer/injury,Numerator for how often physician-recommended actions to address medication issues were completely timely,Denominator for how often physician-recommended actions to address medication issues were completely timely,How often physician-recommended actions to address medication issues were completely timely,Footnote for how often physician-recommended actions to address medication issues were completely timely,Numerator for Percent of Residents Experiencing One or More Falls with Major Injury,Denominator for Percent of Residents Experiencing One or More Falls with Major Injury,Percent of Residents Experiencing One or More Falls with Major Injury,Footnote for Percent of Residents Experiencing One or More Falls with Major Injury,Numerator for Discharge Function Score,Denominator for Discharge Function Score,Discharge Function Score,Footnote for Discharge Function Score,Numerator for Transfer of Health Information to the Provider,Denominator for Transfer of Health Information to the Provider,Transfer of Health Information to the Provider,Footnote for Transfer of Health Information to the Provider,Numerator for Transfer of Health Information to the Patient,Denominator for Transfer of Health Information to the Patient,Transfer of Health Information to the Patient,Footnote for Transfer of Health Information to the Patient,DTC Numerator,DTC Denominator,DTC Observed Rate,DTC Risk-Standardized Rate,DTC Risk-Standardized Rate (Lower Limit),DTC Risk-Standardized Rate (Upper Limit),DTC Performance Categorization,Footnote for DTC Risk-Standardized Rate,PPR Numerator,PPR Denominator,PPR Observed Rate,PPR Risk-Standardized Rate,PPR Risk-Standardized Rate (Lower Limit),PPR Risk-Standardized Rate (Upper Limit),PPR Performance Categorization,Footnote for PPR Risk-Standardized Rate,PPH Numerator,PPH Denominator,PPH Observed Rate,PPH Risk-Standardized Rate,PPH Risk-Standardized Rate (Lower Limit),PPH Risk-Standardized Rate (Upper Limit),PPH Performance Categorization,Footnote for PPH Risk-Standardized Rate,"How much Medicare spends on an episode of care at this agency, compared to Medicare spending across all agencies nationally","Footnote for how much Medicare spends on an episode of care at this agency, compared to Medicare spending across all agencies nationally","No. of episodes to calc how much Medicare spends per episode of care at agency, compared to spending at all agencies (national)"
VA,497030,HOME RECOVERY HOME HEALTH LLC,816 EAST THIRD STREET,FARMVILLE,23901,4343926650,PROPRIETARY,Yes,Yes,Yes,Yes,No,No,09/24/1985,3,-,801,966,82.9,-,424,569,74.5,-,578,725,83.7,-,539,705,84.0,-,580,718,83.6,-,364,401,99.8,-,447,595,81.6,-,3,753,0.5,-,961,966,99.5,-,8,966,0.8,-,517,736,70.24,-,43,77,55.84,-,599,675,88.74,-,380,473,80.34,84.63,81.42,87.68,Better Than National Rate,-,7,282,2.48,3.46,2.50,4.58,Same As National Rate,-,18,255,7.06,7.76,5.84,11.51,Same As National Rate,-,0.86,-,554
VA,497033,THE MEDICAL TEAM INC,1896 PRESTON WHITE DRIVE,RESTON,20191,7033902300,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,09/27/1985,3.5,-,483,484,99.8,-,237,324,73.1,-,301,361,80.8,-,320,361,85.5,-,312,361,83.6,-,268,308,85.8,-,286,358,76.9,-,2,371,0.4,-,480,484,99.2,-,3,483,0.6,-,253,360,70.28,-,50,54,92.59,-,315,317,99.37,-,423,541,78.19,84.88,81.90,87.68,Better Than National Rate,-,14,277,5.05,4.18,3.11,5.41,Same As National Rate,-,18,279,6.45,6.47,4.61,9.16,Better Than National Rate,-,0.95,-,725
VA,497038,CARILION HOME CARE FRANKLIN,390 SOUTH MAIN ST SUITE 105,ROCKY MOUNT,24151,5404896383,NON-PROFIT,Yes,Yes,Yes,Yes,Yes,Yes,11/21/1984,3.5,-,"2,542","2,550",99.7,-,"1,084","1,540",70.4,-,"1,654","1,845",86.7,-,"1,704","1,838",90.0,-,"1,607","1,847",86.0,-,"1,596","1,754",89.8,-,"1,590","1,835",81.5,-,5,"1,922",0.2,-,"2,534","2,550",99.4,-,17,"2,550",0.7,-,"1,445","1,852",78.02,-,145,145,100.00,-,"1,758","1,777",98.93,-,"1,011","1,178",85.82,87.94,86.39,89.45,Better Than National Rate,-,27,671,4.02,4.05,3.24,5.46,Same As National Rate,-,41,531,7.72,8.63,6.54,11.42,Same As National Rate,-,0.83,-,"1,553"
VA,497040,TWIN COUNTY REGIONAL HOME HEALTH,104 CRANBERRY RD STE 100B,GALAX,24333,2762367935,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,04/16/1985,3,-,317,321,98.8,-,142,221,64.3,-,225,251,85.5,-,226,251,85.6,-,234,251,89.4,-,210,238,85.2,-,227,250,85.5,-,0,263,0.0,-,297,321,92.5,-,2,321,0.6,-,175,247,70.85,-,-,-,-,The number of patient episodes for this measure is too small to report.,250,260,96.15,-,350,486,72.02,79.07,74.53,82.65,Same As National Rate,-,7,259,2.70,3.61,2.63,4.90,Same As National Rate,-,25,212,11.79,10.05,7.63,14.30,Same As National Rate,-,0.95,-,841
VA,497044,HOME NURSING SERVICES OF SOUTHWEST VA INC,26104 LEE HIGHWAY,ABINGDON,24211,2766282666,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,04/25/1985,4.5,-,814,822,99.0,-,268,473,56.7,-,464,548,90.5,-,447,498,100.0,-,516,591,94.3,-,575,602,94.4,-,295,353,94.8,-,1,617,0.6,-,799,822,97.2,-,12,822,1.5,-,527,594,88.72,-,-,-,-,The number of patient episodes for this measure is too small to report.,591,599,98.66,-,267,344,77.62,81.49,76.93,85.41,Better Than National Rate,-,17,272,6.25,4.45,3.24,5.87,Same As National Rate,-,12,160,7.50,8.42,5.50,12.62,Same As National Rate,-,0.66,-,694
VA,497055,CENTRA HOME HEALTH,1705 EAST 3RD STREET,FARMVILLE,23901,4343155000,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,05/10/1985,4.5,-,796,821,97.0,-,432,506,85.4,-,567,589,94.5,-,568,590,95.0,-,576,590,93.8,-,565,579,95.8,-,553,589,90.1,-,0,607,0.0,-,818,821,99.6,-,14,821,1.7,-,465,588,79.08,-,-,-,-,The number of patient episodes for this measure is too small to report.,588,590,99.66,-,529,708,74.72,82.62,79.18,85.73,Better Than National Rate,-,29,522,5.56,4.47,3.49,6.06,Same As National Rate,-,26,341,7.62,7.18,5.34,9.50,Better Than National Rate,-,1.08,-,990
VA,497058,VALLEY HEALTH HOME HEALTH,333 WEST CORK STREET SUITE 135,WINCHESTER,22601,5405365200,NON-PROFIT,Yes,Yes,Yes,Yes,Yes,Yes,12/19/1985,3.5,-,"3,526","3,659",96.4,-,"1,550","2,174",71.3,-,"2,448","2,687",87.4,-,"2,482","2,681",87.6,-,"2,527","2,698",89.2,-,"2,296","2,509",89.9,-,"2,436","2,670",84.5,-,3,"2,769",0.1,-,"3,453","3,665",94.2,-,37,"3,641",1.0,-,"2,170","2,706",80.19,-,224,249,89.96,-,"2,299","2,507",91.70,-,"2,796","3,270",85.50,90.19,89.05,91.45,Better Than National Rate,-,191,"3,044",6.27,5.53,4.86,6.26,Worse Than National Rate,-,82,"1,469",5.58,5.32,4.33,6.24,Better Than National Rate,-,0.91,-,"3,561"
VA,497061,COMMONWEALTH HEALTHCARE AT HOME,"101 HOLBROOK ST, STE 202",DANVILLE,24541,4347992382,PROPRIETARY,Yes,Yes,Yes,No,No,Yes,01/17/1986,4.5,-,894,901,99.2,-,341,594,57.4,-,548,579,94.1,-,556,579,92.8,-,566,580,95.3,-,597,616,95.1,-,545,569,95.3,-,1,692,0.2,-,839,902,93.0,-,5,899,0.6,-,415,577,71.92,-,45,48,93.75,-,637,644,98.91,-,568,706,80.45,92.87,90.02,95.76,Better Than National Rate,-,11,384,2.86,3.34,2.46,4.55,Same As National Rate,-,35,376,9.31,7.72,6.11,10.07,Same As National Rate,-,0.97,-,"1,010"
VA,497068,BALLAD HEALTH HOMECARE - NORTON,96 15TH STREET NW SUITE 104A,NORTON,24273,2769739481,NON-PROFIT,Yes,Yes,Yes,Yes,Yes,Yes,05/08/1986,4.5,-,606,608,99.7,-,325,386,84.2,-,410,428,92.5,-,412,427,93.6,-,419,428,93.8,-,406,423,92.2,-,417,427,91.2,-,2,433,0.3,-,504,608,82.9,-,3,607,0.5,-,298,425,70.12,-,-,-,-,The number of patient episodes for this measure is too small to report.,415,422,98.34,-,160,209,76.56,82.79,77.89,87.97,Better Than National Rate,-,6,137,4.38,3.72,2.72,5.23,Same As National Rate,-,14,90,15.56,11.10,7.08,16.41,Same As National Rate,-,0.92,-,300
VA,497072,SOUTHSIDE REGIONAL HOME HEALTH,601 OLD WAGNER ROAD BLDG A,PETERSBURG,23805,8048628345,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,07/10/1986,4,-,612,628,97.5,-,288,400,72.0,-,398,421,91.3,-,396,417,92.8,-,405,419,92.6,-,389,406,93.5,-,399,416,90.5,-,0,454,0.0,-,549,629,87.3,-,4,627,0.6,-,298,422,70.62,-,-,-,-,The number of patient episodes for this measure is too small to report.,398,438,90.87,-,353,468,75.43,81.47,78.04,84.92,Better Than National Rate,-,13,283,4.59,3.87,2.83,5.54,Same As National Rate,-,28,235,11.91,10.16,7.86,13.35,Same As National Rate,-,1.01,-,660
VA,497080,BEST & DEPENDABLE HOME HEALTH CARE,812 NEWTOWN ROAD,VIRGINIA BEACH,23462,7573637542,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,08/18/1992,-,The number of patient episodes for this measure is too small to report.,23,30,76.7,-,16,21,76.2,-,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,30,30,100.0,-,0,30,0.0,-,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,40,56,71.43,77.01,65.68,85.94,Same As National Rate,-,1,27,3.70,3.85,2.72,5.78,Same As National Rate,-,2,20,10.00,9.44,5.43,17.40,Same As National Rate,-,0.88,-,138
VA,497081,PERSONAL TOUCH HOMECARE OF VA,"11817 CANON BLVD, SUITE 600",NEWPORT NEWS,23606,7575958005,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,08/19/1992,3.5,-,"4,124","4,131",99.8,-,"1,526","2,449",62.3,-,"2,994","3,283",86.7,-,"3,025","3,283",88.1,-,"3,047","3,292",87.4,-,"2,870","3,245",86.2,-,"2,969","3,275",83.6,-,6,"3,345",0.1,-,"4,091","4,143",98.7,-,10,"4,109",0.2,-,"2,014","3,290",61.22,-,483,517,93.42,-,"2,624","2,828",92.79,-,"1,267","1,538",82.38,88.71,86.66,90.71,Better Than National Rate,-,65,939,6.92,5.47,4.65,6.80,Worse Than National Rate,-,38,748,5.08,5.34,4.12,7.54,Better Than National Rate,-,0.92,-,"2,138"
VA,497091,AMEDISYS HOME HEALTH OF NEWPORT NEWS,"ONE ENTERPRISE PARKWAY, SUITE 120",HAMPTON,23666,7572235424,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,08/13/1993,4,-,"2,379","2,393",99.4,-,"1,074","1,503",71.5,-,"1,733","1,846",90.8,-,"1,731","1,845",91.6,-,"1,769","1,849",92.9,-,"1,562","1,616",95.2,-,"1,753","1,837",90.7,-,4,"1,879",0.3,-,"2,325","2,393",97.2,-,8,"2,386",0.3,-,"1,330","1,841",72.24,-,57,72,79.17,-,"1,342","1,807",74.27,-,"1,852","2,453",75.50,80.40,78.52,82.16,Better Than National Rate,-,42,"1,181",3.56,3.50,2.85,4.38,Same As National Rate,-,124,"1,183",10.48,10.52,8.88,12.16,Same As National Rate,-,0.92,-,"3,473"
VA,497093,INTREPID USA HEALTHCARE SERVICES,165 MARKET STREET SUITE 2,ONANCOCK,23417,7577877202,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,10/14/1993,4,-,224,224,100.0,-,100,143,69.9,-,156,170,90.2,-,158,169,91.4,-,160,170,93.2,-,147,156,92.8,-,158,165,91.4,-,0,176,0.0,-,220,224,98.2,-,1,223,0.4,-,117,169,69.23,-,-,-,-,The number of patient episodes for this measure is too small to report.,84,161,52.17,-,179,241,74.27,78.72,73.92,83.51,Same As National Rate,-,3,159,1.89,3.49,2.37,4.79,Same As National Rate,-,7,100,7.00,8.56,5.51,12.92,Same As National Rate,-,0.94,-,328
VA,497094,WYTHE CIRCLE HOME CARE,"705 E MAIN ST, STE C",WYTHEVILLE,24382,2762282051,PROPRIETARY,Yes,Yes,Yes,No,No,No,09/21/1993,3,-,723,747,96.8,-,257,501,51.3,-,476,533,87.0,-,470,533,83.1,-,488,534,87.4,-,459,513,87.2,-,481,532,83.6,-,0,551,0.0,-,718,747,96.1,-,5,744,0.7,-,390,529,73.72,-,10,22,45.45,-,309,529,58.41,-,372,491,75.76,82.44,78.57,85.70,Better Than National Rate,-,7,282,2.48,3.40,2.43,4.75,Same As National Rate,-,36,264,13.64,11.32,8.80,14.78,Same As National Rate,-,1.01,-,954
VA,497096,MEDI HOME HEALTH AGENCY,4419 PHEASANT RIDGE ROAD SUITE 202,ROANOKE,24014,5402781322,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,10/29/1993,2.5,-,356,358,99.4,-,175,228,76.8,-,185,246,74.2,-,207,246,83.2,-,201,246,80.4,-,203,244,80.0,-,158,244,68.3,-,1,248,0.0,-,344,358,96.1,-,12,355,3.4,-,128,243,52.67,-,44,59,74.58,-,153,189,80.95,-,271,397,68.26,77.79,72.94,82.39,Same As National Rate,-,8,182,4.40,3.97,2.79,5.66,Same As National Rate,-,25,200,12.50,10.59,7.53,15.28,Same As National Rate,-,1.04,-,667
VA,497245,BON SECOURS HOME CARE,7007 HARBOUR VIEW BLVD - SUITE 114,SUFFOLK,23435,7578894663,NON-PROFIT,Yes,Yes,Yes,Yes,Yes,Yes,10/11/1979,3,-,"2,875","3,208",89.6,-,879,"1,856",47.4,-,"2,098","2,452",83.1,-,"2,142","2,445",86.2,-,"2,117","2,464",83.2,-,"1,994","2,376",81.7,-,"2,107","2,440",81.9,-,17,"2,544",0.7,-,"2,613","3,208",81.5,-,15,"3,207",0.5,-,"1,819","2,463",73.85,-,67,70,95.71,-,"2,353","2,474",95.11,-,"1,655","1,919",86.24,89.04,87.54,90.74,Better Than National Rate,-,68,"1,422",4.78,4.40,3.58,5.34,Same As National Rate,-,47,801,5.87,5.57,4.33,7.30,Better Than National Rate,-,0.84,-,"2,080"
