CMS Certification Number (CCN),Provider Name,Provider Address,City/Town,State,ZIP Code,Telephone Number,Provider SSA County Code,County/Parish,Ownership Type,Number of Certified Beds,Average Number of Residents per Day,Average Number of Residents per Day Footnote,Provider Type,Provider Resides in Hospital,Legal Business Name,Date First Approved to Provide Medicare and Medicaid Services,Affiliated Entity Name,Affiliated Entity ID,Continuing Care Retirement Community,Special Focus Status,Abuse Icon,Most Recent Health Inspection More Than 2 Years Ago,Provider Changed Ownership in Last 12 Months,With a Resident and Family Council,Automatic Sprinkler Systems in All Required Areas,Overall Rating,Overall Rating Footnote,Health Inspection Rating,Health Inspection Rating Footnote,QM Rating,QM Rating Footnote,Long-Stay QM Rating,Long-Stay QM Rating Footnote,Short-Stay QM Rating,Short-Stay QM Rating Footnote,Staffing Rating,Staffing Rating Footnote,Reported Staffing Footnote,Physical Therapist Staffing Footnote,Reported Nurse Aide Staffing Hours per Resident per Day,Reported LPN Staffing Hours per Resident per Day,Reported RN Staffing Hours per Resident per Day,Reported Licensed Staffing Hours per Resident per Day,Reported Total Nurse Staffing Hours per Resident per Day,Total number of nurse staff hours per resident per day on the weekend,Registered Nurse hours per resident per day on the weekend,Reported Physical Therapist Staffing Hours per Resident Per Day,Total nursing staff turnover,Total nursing staff turnover footnote,Registered Nurse turnover,Registered Nurse turnover footnote,Number of administrators who have left the nursing home,Administrator turnover footnote,Nursing Case-Mix Index,Nursing Case-Mix Index Ratio,Case-Mix Nurse Aide Staffing Hours per Resident per Day,Case-Mix LPN Staffing Hours per Resident per Day,Case-Mix RN Staffing Hours per Resident per Day,Case-Mix Total Nurse Staffing Hours per Resident per Day,Case-Mix Weekend Total Nurse Staffing Hours per Resident per Day,Adjusted Nurse Aide Staffing Hours per Resident per Day,Adjusted LPN Staffing Hours per Resident per Day,Adjusted RN Staffing Hours per Resident per Day,Adjusted Total Nurse Staffing Hours per Resident per Day,Adjusted Weekend Total Nurse Staffing Hours per Resident per Day,Rating Cycle 1 Standard Survey Health Date,Rating Cycle 1 Total Number of Health Deficiencies,Rating Cycle 1 Number of Standard Health Deficiencies,Rating Cycle 1 Number of Complaint Health Deficiencies,Rating Cycle 1 Health Deficiency Score,Rating Cycle 1 Number of Health Revisits,Rating Cycle 1 Health Revisit Score,Rating Cycle 1 Total Health Score,Rating Cycle 2 Standard Health Survey Date,Rating Cycle 2 Total Number of Health Deficiencies,Rating Cycle 2 Number of Standard Health Deficiencies,Rating Cycle 2 Number of Complaint Health Deficiencies,Rating Cycle 2 Health Deficiency Score,Rating Cycle 2 Number of Health Revisits,Rating Cycle 2 Health Revisit Score,Rating Cycle 2 Total Health Score,Rating Cycle 3 Standard Health Survey Date,Rating Cycle 3 Total Number of Health Deficiencies,Rating Cycle 3 Number of Standard Health Deficiencies,Rating Cycle 3 Number of Complaint Health Deficiencies,Rating Cycle 3 Health Deficiency Score,Rating Cycle 3 Number of Health Revisits,Rating Cycle 3 Health Revisit Score,Rating Cycle 3 Total Health Score,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Citations from Infection Control Inspections,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,Location,Latitude,Longitude,Geocoding Footnote,Processing Date
215052.0,COMPLETE CARE AT SPRINGBROOK,12325 NEW HAMPSHIRE AVENUE,SILVER SPRING,MD,20904,3016224600,150,Montgomery,For profit - Limited Liability company,99,87.0,,Medicare and Medicaid,N,COMPLETE CARE AT SPRINGBROOK LLC,1976-12-01,COMPLETE CARE,157.0,N,,N,Y,N,Resident,Yes,5.0,,4.0,,5.0,,5.0,,4.0,,2.0,,,,1.84801,0.89334,0.68549,1.57884,3.42685,3.01517,0.31864,0.05422,39.5,,42.9,,0.0,,1.55279,1.13995,2.63891,0.98991,0.75818,4.38699,3.85632,1.61204,0.77928,0.59797,2.98928,2.63017,2020-09-16,12.0,7.0,5.0,56.0,1.0,0.0,56.0,2019-09-12,8.0,8.0,0.0,28.0,1.0,0.0,28.0,2019-03-29,10.0,10.0,0.0,60.0,1.0,0.0,60.0,47.333,0,0,,0,0.0,0,0,"12325 NEW HAMPSHIRE AVENUE,SILVER SPRING,MD,20904",39.0586,-76.998,,2025-03-01
215060.0,"REGENCY CARE OF SILVER SPRING, LLC",9101 SECOND AVENUE,SILVER SPRING,MD,20910,3015885544,150,Montgomery,For profit - Partnership,92,71.5,,Medicare and Medicaid,N,REGENCY CARE OF SILVER SPRING LLC,1968-10-01,REGENCY CARE,440.0,N,,N,Y,N,Resident,Yes,3.0,,3.0,,3.0,,4.0,,3.0,,4.0,,,,1.87861,1.2527,0.92518,2.17788,4.05649,3.90663,0.85146,0.07457,37.8,,38.9,,1.0,,1.39099,1.02117,2.36393,0.88676,0.67917,3.92986,3.45448,1.82936,1.21986,0.90092,3.95014,3.8042,2021-02-26,2.0,2.0,0.0,8.0,1.0,0.0,8.0,2019-06-18,15.0,15.0,0.0,64.0,1.0,0.0,64.0,2018-04-16,24.0,24.0,0.0,155.0,2.0,78.0,233.0,64.167,0,0,,0,0.0,0,0,"9101 SECOND AVENUE,SILVER SPRING,MD,20910",39.0048,-77.042,,2025-03-01
215064.0,ADELPHI NURSING AND REHABILITATION CENTER,1801 METZEROTT ROAD,ADELPHI,MD,20783,3014340500,160,Prince Georges,For profit - Limited Liability company,170,162.2,,Medicare and Medicaid,N,ADELPHI NURSING AND REHABILITATION CENTER LLC,1968-12-17,,,N,,N,Y,N,Resident,Yes,1.0,,2.0,,1.0,20.0,1.0,20.0,,20.0,2.0,,,,1.53166,1.07536,0.5374,1.61276,3.14441,2.67624,0.31082,0.14481,40.8,,40.9,,0.0,,1.37433,1.00894,2.33563,0.87614,0.67104,3.88281,3.41312,1.50958,1.05985,0.52965,3.09908,2.63766,2020-03-18,22.0,22.0,0.0,132.0,1.0,0.0,132.0,2018-11-21,29.0,4.0,25.0,152.0,1.0,0.0,152.0,2017-08-03,5.0,5.0,0.0,28.0,1.0,0.0,28.0,121.333,1,10,,0,0.0,0,0,"1801 METZEROTT ROAD,ADELPHI,MD,20783",39.0038,-76.977,,2025-03-01
215065.0,BEL PRE HEALTHCARE CENTER,2601 BEL PRE ROAD,SILVER SPRING,MD,20906,3015986000,150,Montgomery,For profit - Corporation,100,87.8,,Medicare and Medicaid,N,"BEL PRE LEASING CO., LLC",1969-04-01,COMMUNICARE HEALTH,153.0,N,,N,Y,N,Resident,Yes,4.0,,3.0,,5.0,,5.0,,5.0,,4.0,,,,2.06365,0.80049,0.69635,1.49684,3.56049,3.20245,0.49036,0.06219,41.3,,31.3,,2.0,,1.20195,0.88239,2.04267,0.76624,0.58687,3.39578,2.98501,2.3256,0.9021,0.78475,4.01245,3.60897,2020-02-03,19.0,7.0,12.0,76.0,1.0,0.0,76.0,2019-03-29,10.0,10.0,0.0,36.0,1.0,0.0,36.0,2018-03-16,19.0,19.0,0.0,80.0,1.0,0.0,80.0,63.333,0,0,,0,0.0,0,0,"2601 BEL PRE ROAD,SILVER SPRING,MD,20906",39.0904,-77.054,,2025-03-01
215071.0,HEBREW HOME OF GREATER WASHINGTON,6121 MONTROSE ROAD,ROCKVILLE,MD,20852,3017708310,150,Montgomery,Non profit - Corporation,558,387.6,,Medicare and Medicaid,N,HEBREW HOME OF GREATER WASHINGTON INC,1969-09-29,,,N,,N,Y,N,Resident,Yes,5.0,,5.0,,4.0,,3.0,,5.0,,4.0,,,,2.17168,1.18166,0.6095,1.79116,3.96284,3.57075,0.46522,0.06759,31.8,,38.0,,1.0,,1.32571,0.97324,2.25299,0.84514,0.6473,3.74543,3.29236,2.21888,1.20734,0.62274,4.04897,3.64836,2019-12-20,3.0,3.0,0.0,20.0,1.0,0.0,20.0,2018-12-10,6.0,6.0,0.0,24.0,1.0,0.0,24.0,2017-12-11,8.0,6.0,2.0,48.0,1.0,0.0,48.0,26.0,4,0,,1,13396.5,0,1,"6121 MONTROSE ROAD,ROCKVILLE,MD,20852",39.0527,-77.124,,2025-03-01
215088.0,HAMMONDS LANE CENTER,613 HAMMONDS LANE,BROOKLYN PARK,MD,21225,4106363400,10,Anne Arundel,For profit - Corporation,129,101.0,,Medicare and Medicaid,N,613 HAMMONDS LANE OPERATIONS LLC,1972-12-11,GENESIS HEALTHCARE,237.0,N,,N,N,N,Both,Yes,2.0,,2.0,,3.0,,3.0,,3.0,,3.0,,,,1.56587,0.82846,0.79377,1.62224,3.18811,2.93495,0.60065,0.05775,34.4,,33.3,,1.0,,1.37685,1.01079,2.3399,0.87774,0.67227,3.88992,3.41937,1.54048,0.81503,0.7809,3.1364,2.88736,2023-06-20,23.0,23.0,8.0,120.0,2.0,60.0,180.0,2019-01-17,23.0,23.0,0.0,92.0,1.0,0.0,92.0,2017-09-01,5.0,5.0,0.0,24.0,1.0,0.0,24.0,124.667,0,0,,1,80268.5,0,1,"613 HAMMONDS LANE,BROOKLYN PARK,MD,21225",39.2128,-76.627,,2025-03-01
215092.0,COLLINGSWOOD REHABILITATION AND HEALTHCARE CENTER,299 HURLEY AVENUE,ROCKVILLE,MD,20850,3017628900,150,Montgomery,For profit - Corporation,160,152.3,,Medicare and Medicaid,N,COLLINGSWOOD OPERATOR LLC,1973-06-12,MARQUIS HEALTH SERVICES,336.0,N,,N,Y,N,Resident,Yes,3.0,,2.0,,5.0,,4.0,,5.0,,2.0,,,,2.30503,0.9441,0.61744,1.56154,3.86658,3.1992,0.45209,0.14913,27.1,,26.9,,2.0,,1.84781,1.35653,3.14028,1.17798,0.90222,5.22049,4.58898,1.68969,0.69206,0.45261,2.83436,2.34515,2022-08-23,30.0,30.0,17.0,164.0,1.0,0.0,164.0,2019-12-09,10.0,10.0,0.0,48.0,1.0,0.0,48.0,2019-01-08,20.0,4.0,16.0,163.0,1.0,0.0,163.0,125.167,0,14,,1,10062.0,0,1,"299 HURLEY AVENUE,ROCKVILLE,MD,20850",39.0879,-77.179,,2025-03-01
215095.0,MONTCARE AT BETHESDA,6530 DEMOCRACY BOULEVARD,BETHESDA,MD,20817,3015309000,150,Montgomery,For profit - Limited Liability company,110,97.5,,Medicare and Medicaid,N,BETHESDA OPERATOR LLC,1975-02-01,,,N,,N,N,N,Resident,Yes,4.0,,4.0,,4.0,,5.0,,2.0,,2.0,,,,1.80234,0.86538,0.7143,1.57968,3.38202,2.93248,0.47461,0.06572,34.2,,45.8,,1.0,,1.46562,1.07596,2.49077,0.93434,0.71562,4.14073,3.63984,1.66571,0.79978,0.66015,3.12564,2.71018,2024-11-06,13.0,13.0,0.0,68.0,1.0,0.0,68.0,2019-11-25,5.0,5.0,0.0,20.0,1.0,0.0,20.0,2018-10-29,12.0,12.0,0.0,44.0,1.0,0.0,44.0,48.0,0,0,,0,0.0,0,0,"6530 DEMOCRACY BOULEVARD,BETHESDA,MD,20817",39.0228,-77.132,,2025-03-01
215099.0,WILSON HEALTH CARE CENTER,301 RUSSELL AVENUE,GAITHERSBURG,MD,20877,3012164004,150,Montgomery,Non profit - Corporation,285,178.4,,Medicare and Medicaid,N,"ASBURY ATLANTIC, INC",1975-04-10,ASBURY COMMUNITIES,47.0,Y,,N,Y,N,Both,Yes,5.0,,4.0,,4.0,,3.0,,5.0,,5.0,,,,2.19981,0.9292,1.04239,1.97159,4.1714,3.64793,0.721,0.10619,14.3,,8.1,,0.0,,1.37639,1.01045,2.33912,0.87745,0.67205,3.88862,3.41823,2.16486,0.91444,1.02582,4.10512,3.58997,2020-03-13,9.0,9.0,0.0,40.0,1.0,0.0,40.0,2019-02-01,7.0,7.0,0.0,32.0,1.0,0.0,32.0,2018-03-30,9.0,9.0,0.0,24.0,1.0,0.0,24.0,34.667,0,0,,0,0.0,0,0,"301 RUSSELL AVENUE,GAITHERSBURG,MD,20877",39.1477,-77.199,,2025-03-01
215106.0,GREEN ACRES NURSING AND REHAB,10200 LA PLATA ROAD,LA PLATA,MD,20646,3019341900,80,Charles,For profit - Limited Liability company,170,138.1,,Medicare and Medicaid,N,Legal Business Name Not Available,1977-01-01,,,N,,N,N,Y,Resident,Yes,3.0,,3.0,,2.0,,2.0,,2.0,,2.0,,,,2.51403,1.13222,0.51147,1.64369,4.15772,3.41318,0.25485,0.05164,64.7,,77.3,,2.0,,1.45517,1.06828,2.473,0.92767,0.71051,4.11118,3.61387,2.34015,1.05391,0.47609,3.87016,3.17711,2024-08-22,22.0,18.0,8.0,92.0,1.0,0.0,92.0,2020-03-03,9.0,9.0,0.0,36.0,1.0,0.0,36.0,2018-08-09,4.0,4.0,0.0,20.0,1.0,0.0,20.0,61.333,0,0,,0,0.0,0,0,"10200 LA PLATA ROAD,LA PLATA,MD,20646",38.5326,-76.958,,2025-03-01
215107.0,STERLING CARE ROCKVILLE NURSING,303 ADCLARE ROAD,ROCKVILLE,MD,20850,3012799000,150,Montgomery,Non profit - Corporation,100,91.1,,Medicare and Medicaid,N,"ROCKVILLE SNF OPERATOR, LLC",1977-03-01,STERLING CARE,492.0,N,,N,Y,N,Resident,Yes,5.0,,5.0,,5.0,,5.0,,5.0,,2.0,,,,2.13803,0.89394,0.40155,1.29549,3.43352,3.02387,0.25757,0.12606,36.4,,53.3,,0.0,,1.49331,1.09629,2.53783,0.95199,0.72914,4.21896,3.70861,1.93931,0.81085,0.36423,3.11439,2.74282,2019-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-11,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,,1,657.8,0,1,"303 ADCLARE ROAD,ROCKVILLE,MD,20850",39.0832,-77.17,,2025-03-01
215108.0,DOCTORS COMMUNITY REHABILITATION AND PATIENT CARE,6710 MALLERY DRIVE,LANHAM,MD,20706,3015522000,160,Prince Georges,For profit - Corporation,130,128.3,,Medicare and Medicaid,N,MAGNOLIA GARDENS LLC,1977-03-01,GENESIS HEALTHCARE,237.0,N,,N,N,N,Resident,Yes,2.0,,2.0,,4.0,,4.0,,5.0,,3.0,,,,1.69441,1.00842,0.73605,1.74447,3.43888,3.09731,0.52582,0.04384,29.6,,40.0,,0.0,,1.49202,1.09534,2.53563,0.95116,0.7285,4.21529,3.70538,1.53827,0.91549,0.66822,3.12197,2.81188,2024-04-30,25.0,24.0,2.0,136.0,2.0,68.0,204.0,2019-04-26,10.0,3.0,7.0,40.0,1.0,0.0,40.0,2017-12-14,8.0,8.0,0.0,36.0,1.0,0.0,36.0,121.333,0,0,,1,16331.07,0,1,"6710 MALLERY DRIVE,LANHAM,MD,20706",38.9809,-76.864,,2025-03-01
