State,CMS Certification Number (CCN),Provider Name,Address,City/Town,ZIP Code,Telephone Number,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Certification Date,Quality of patient care star rating,Footnote for quality of patient care star rating,Numerator for how often the home health team began their patients' care in a timely manner,Denominator for how often the home health team began their patients' care in a timely manner,How often the home health team began their patients' care in a timely manner,Footnote for how often the home health team began their patients' care in a timely manner,Numerator for how often the home health team determined whether patients received a flu shot for the current flu season,Denominator for how often the home health team determined whether patients received a flu shot for the current flu season,How often the home health team determined whether patients received a flu shot for the current flu season,Footnote for how often the home health team determined whether patients received a flu shot for the current flu season,Numerator for how often patients got better at walking or moving around,Denominator for how often patients got better at walking or moving around,How often patients got better at walking or moving around,Footnote for how often patients got better at walking or moving around,Numerator for how often patients got better at getting in and out of bed,Denominator for how often patients got better at getting in and out of bed,How often patients got better at getting in and out of bed,Footnote for how often patients got better at getting in and out of bed,Numerator for how often patients got better at bathing,Denominator for how often patients got better at bathing,How often patients got better at bathing,Footnote for how often patients got better at bathing,Numerator for how often patients' breathing improved,Denominator for how often patients' breathing improved,How often patients' breathing improved,Footnote for how often patients' breathing improved,Numerator for how often patients got better at taking their drugs correctly by mouth,Denominator for how often patients got better at taking their drugs correctly by mouth,How often patients got better at taking their drugs correctly by mouth,Footnote for how often patients got better at taking their drugs correctly by mouth,Numerator for Changes in skin integrity post-acute care: pressure ulcer/injury,Denominator for Changes in skin integrity post-acute care: pressure ulcer/injury,Changes in skin integrity post-acute care: pressure ulcer/injury,Footnote Changes in skin integrity post-acute care: pressure ulcer/injury,Numerator for how often physician-recommended actions to address medication issues were completely timely,Denominator for how often physician-recommended actions to address medication issues were completely timely,How often physician-recommended actions to address medication issues were completely timely,Footnote for how often physician-recommended actions to address medication issues were completely timely,Numerator for Percent of Residents Experiencing One or More Falls with Major Injury,Denominator for Percent of Residents Experiencing One or More Falls with Major Injury,Percent of Residents Experiencing One or More Falls with Major Injury,Footnote for Percent of Residents Experiencing One or More Falls with Major Injury,Numerator for Discharge Function Score,Denominator for Discharge Function Score,Discharge Function Score,Footnote for Discharge Function Score,Numerator for Transfer of Health Information to the Provider,Denominator for Transfer of Health Information to the Provider,Transfer of Health Information to the Provider,Footnote for Transfer of Health Information to the Provider,Numerator for Transfer of Health Information to the Patient,Denominator for Transfer of Health Information to the Patient,Transfer of Health Information to the Patient,Footnote for Transfer of Health Information to the Patient,DTC Numerator,DTC Denominator,DTC Observed Rate,DTC Risk-Standardized Rate,DTC Risk-Standardized Rate (Lower Limit),DTC Risk-Standardized Rate (Upper Limit),DTC Performance Categorization,Footnote for DTC Risk-Standardized Rate,PPR Numerator,PPR Denominator,PPR Observed Rate,PPR Risk-Standardized Rate,PPR Risk-Standardized Rate (Lower Limit),PPR Risk-Standardized Rate (Upper Limit),PPR Performance Categorization,Footnote for PPR Risk-Standardized Rate,PPH Numerator,PPH Denominator,PPH Observed Rate,PPH Risk-Standardized Rate,PPH Risk-Standardized Rate (Lower Limit),PPH Risk-Standardized Rate (Upper Limit),PPH Performance Categorization,Footnote for PPH Risk-Standardized Rate,"How much Medicare spends on an episode of care at this agency, compared to Medicare spending across all agencies nationally","Footnote for how much Medicare spends on an episode of care at this agency, compared to Medicare spending across all agencies nationally","No. of episodes to calc how much Medicare spends per episode of care at agency, compared to spending at all agencies (national)"
MD,217058,HOMECENTRIS HOME HEALTH II,"10 CROSSROADS DRIVE, SUITE 102",OWINGS MILLS,21117,4103218448,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,10/01/1981,3.5,-,993,"1,009",98.4,-,484,590,82,-,711,803,86.3,-,710,792,90.6,-,709,796,86.6,-,439,522,85.6,-,641,730,85.3,-,0,822,0,-,820,"1,013",80.9,-,13,"1,013",1.3,-,529,809,65.39,-,27,38,71.05,-,732,784,93.37,-,405,573,70.68,79.23,75.48,82.33,Same As National Rate,-,14,341,4.11,3.85,2.83,5.14,Same As National Rate,-,19,213,8.92,7.41,5,10.34,Same As National Rate,-,0.92,-,792
MD,217066,HOMECALL,"29509 CANVASBACK DRIVE, SUITE 204",EASTON,21601,4108224020,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,03/18/1982,4.5,-,"3,259","3,305",98.6,-,"1,064","2,116",50.3,-,"2,212","2,384",91.4,-,"2,248","2,386",92,-,"2,228","2,387",91.7,-,"2,114","2,245",94,-,"2,173","2,372",90.1,-,10,"2,604",0.3,-,"2,858","3,306",86.4,-,28,"3,298",0.8,-,"1,484","2,381",62.33,-,179,200,89.5,-,"2,186","2,404",90.93,-,"3,759","4,792",78.44,85.78,84.73,87.1,Better Than National Rate,-,118,"2,564",4.6,4.5,3.84,5.21,Same As National Rate,-,194,"2,169",8.94,8.02,7.07,9.13,Better Than National Rate,-,0.93,-,"6,710"
MD,217068,MEDSTAR HEALTH HOME CARE,"5233 KING AVENUE, SUITE 200",BALTIMORE,21237,4109332900,NON-PROFIT,Yes,Yes,Yes,Yes,Yes,Yes,10/01/1982,4,-,"7,843","8,096",96.9,-,"3,647","4,810",75.8,-,"5,309","5,911",90.6,-,"5,498","5,864",91.5,-,"5,491","5,947",90.5,-,"4,373","4,712",94.3,-,"5,097","5,734",89.6,-,11,"6,054",0.2,-,"7,918","8,096",97.8,-,55,"7,992",0.7,-,"4,556","5,947",76.61,-,304,332,91.57,-,"5,268","5,722",92.07,-,"5,302","7,201",73.63,81.26,80.25,82.25,Better Than National Rate,-,213,"4,957",4.3,3.91,3.45,4.42,Same As National Rate,-,280,"3,355",8.35,7,6.35,7.65,Better Than National Rate,-,0.96,-,"9,540"
MD,217071,CENTERWELL HOME HEALTH,"9250 RUMSEY ROAD, SUITE 200",COLUMBIA,21045,4109975257,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,07/01/1983,5,-,"4,656","4,669",99.7,-,"2,366","3,094",76.5,-,"3,190","3,381",94.5,-,"3,255","3,386",94.7,-,"3,279","3,393",94.9,-,"2,970","3,050",96.4,-,"3,139","3,333",94.8,-,7,"3,519",0.1,-,"4,625","4,670",99,-,40,"4,648",0.9,-,"2,181","3,379",64.55,-,486,559,86.94,-,"2,812","2,960",95,-,"3,705","5,261",70.42,77.07,75.3,78.37,Same As National Rate,-,85,"2,536",3.35,3.63,3.07,4.34,Same As National Rate,-,191,"2,531",7.55,6.66,5.84,7.37,Better Than National Rate,-,0.97,-,"8,154"
MD,217072,"STELLA MARIS, INC.",2300 DULANEY VALLEY RD,TIMONIUM,21093,4102524500,NON-PROFIT,Yes,Yes,Yes,Yes,Yes,Yes,04/06/1983,4,-,"2,173","2,282",95.2,-,"1,074","1,374",78.2,-,"1,521","1,648",89,-,"1,572","1,651",91.8,-,"1,579","1,652",91.4,-,"1,319","1,399",93.6,-,"1,538","1,646",88.8,-,4,"1,703",0.2,-,"2,138","2,285",93.6,-,6,"2,285",0.3,-,"1,250","1,650",75.76,-,53,55,96.36,-,"1,642","1,648",99.64,-,"1,441","1,696",84.96,91.86,89.86,93.46,Better Than National Rate,-,52,"1,293",4.02,4.13,3.35,5.25,Same As National Rate,-,45,933,4.82,4.97,3.73,6.46,Better Than National Rate,-,1.06,-,"2,322"
MD,217079,"PENINSULA HOME CARE, LLC","1001 MOUNT HERMON ROAD, SUITE 200",SALISBURY,21804,4105437550,PROPRIETARY,Yes,Yes,Yes,No,Yes,Yes,12/19/1983,3.5,-,"1,409","1,432",98.4,-,531,956,55.5,-,"1,031","1,109",87.6,-,"1,055","1,109",89.9,-,"1,027","1,109",87.8,-,979,"1,095",85,-,"1,022","1,104",84.5,-,2,"1,131",0.2,-,"1,401","1,432",97.8,-,17,"1,424",1.2,-,841,"1,108",75.9,-,125,169,73.96,-,788,962,81.91,-,"1,590","2,017",78.83,83.8,82.44,85.58,Better Than National Rate,-,61,"1,709",3.57,3.6,2.91,4.34,Same As National Rate,-,73,970,7.53,7.06,5.74,8.47,Better Than National Rate,-,0.98,-,"2,181"
MD,217081,"THE JOHNS HOPKINS HOME HEALTH SERVICES, INC",5901 HOLABIRD AVENUE SUITE A,BALTIMORE,21224,4102888000,NON-PROFIT,Yes,Yes,Yes,Yes,Yes,Yes,03/13/1984,3,-,"6,120","6,201",98.7,-,"2,639","3,660",72.1,-,"4,044","4,625",84.5,-,"4,244","4,605",87.3,-,"4,129","4,657",86.3,-,"3,345","3,746",88.2,-,"3,880","4,588",79,-,32,"4,847",0.8,-,"5,772","6,204",93,-,50,"6,194",0.8,-,"3,662","4,708",77.78,-,101,101,100,-,"4,737","4,746",99.81,-,"6,782","8,192",82.79,89.6,88.54,90.5,Better Than National Rate,-,346,"7,699",4.49,4.33,3.9,4.81,Worse Than National Rate,-,283,"3,682",7.69,7.15,6.46,8.11,Better Than National Rate,-,0.94,-,"9,075"
MD,217084,POTOMAC HOME HEALTH CARE,6001 MONTROSE ROAD  301,ROCKVILLE,20852,3018966999,NON-PROFIT,Yes,Yes,Yes,Yes,Yes,Yes,04/05/1984,4,-,"1,534","1,545",99.3,-,776,874,88.8,-,"1,248","1,323",88,-,"1,270","1,324",90.3,-,"1,264","1,329",90.4,-,490,540,90.9,-,"1,193","1,311",84.2,-,1,"1,349",0.2,-,"1,523","1,545",98.6,-,13,"1,544",0.8,-,"1,143","1,329",86,-,22,22,100,-,"1,326","1,327",99.92,-,"2,446","2,769",88.34,89.39,88.48,90.49,Better Than National Rate,-,98,"2,110",4.64,5.1,4.38,6.17,Worse Than National Rate,-,57,"1,223",4.66,5.87,4.6,7.58,Better Than National Rate,-,0.92,-,"2,978"
MD,217085,"MERITUS MEDICAL CENTER, INC",1799 HOWELL ROAD,HAGERSTOWN,21740,3017667800,NON-PROFIT,Yes,Yes,Yes,Yes,Yes,Yes,05/04/1984,4,-,"1,497","1,505",99.5,-,570,876,65.1,-,953,"1,067",88.9,-,981,"1,061",92.9,-,979,"1,089",89,-,733,831,93.3,-,815,"1,022",84.3,-,1,"1,125",0.2,-,"1,488","1,505",98.9,-,6,"1,505",0.4,-,942,"1,111",84.79,-,35,39,89.74,-,"1,074","1,086",98.9,-,"1,102","1,404",78.49,84.88,83.45,86.96,Better Than National Rate,-,56,"1,189",4.71,4.37,3.63,5.41,Same As National Rate,-,46,650,7.08,7.4,5.89,10,Same As National Rate,-,0.92,-,"1,488"
MD,217094,AMEDISYS HOME HEALTH,7106 RIDGE ROAD SUITE 110,ROSEDALE,21237,4106868413,PROPRIETARY,Yes,Yes,Yes,Yes,No,Yes,06/08/1984,4,-,"1,257","1,264",99.4,-,693,824,84.1,-,836,921,89.3,-,857,921,92.3,-,834,921,89.3,-,854,902,92.9,-,817,912,88.1,-,1,945,0,-,"1,254","1,265",99.1,-,6,"1,251",0.5,-,630,916,68.78,-,39,40,97.5,-,766,905,84.64,-,"1,036","1,385",74.8,83.58,81.56,86.4,Better Than National Rate,-,43,799,5.38,4.48,3.64,5.76,Same As National Rate,-,84,694,12.1,10.15,8.49,12.49,Same As National Rate,-,1.04,-,"1,951"
MD,217101,"BAYADA HOME HEALTH CARE, INC.",8600 LASALLE RD SUITE 335,TOWSON,21286,4108230880,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,06/04/1984,4,-,"10,034","10,310",97.3,-,"4,938","6,491",76.1,-,"5,762","6,385",92.4,-,"5,882","6,385",92,-,"5,812","6,385",92.8,-,"6,614","6,944",92.3,-,"5,352","6,363",93.4,-,41,"7,784",0.3,-,"10,153","10,310",98.5,-,150,"10,295",1.5,-,"3,896","6,368",61.18,-,441,472,93.43,-,"7,235","7,312",98.95,-,"9,662","12,481",77.41,86.31,85.31,87.3,Better Than National Rate,-,242,"5,780",4.19,3.91,3.45,4.34,Same As National Rate,-,716,"6,449",11.1,9.95,9.31,10.7,Same As National Rate,-,1.02,-,"17,509"
MD,217107,"HOMECARE MARYLAND, LLC","10090 RED RUN BLVD, FL 3",OWINGS MILLS,21117,4105665015,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,08/08/1984,4,-,"4,572","4,619",99,-,"1,890","2,839",66.6,-,"3,198","3,512",87.3,-,"3,280","3,505",90.3,-,"3,271","3,515",89.7,-,"2,044","2,148",95.2,-,"3,133","3,447",85.2,-,8,"3,584",0.3,-,"4,536","4,620",98.2,-,28,"4,604",0.6,-,"2,783","3,506",79.38,-,89,104,85.58,-,"3,322","3,478",95.51,-,"4,767","5,815",81.98,87.29,86.26,88.72,Better Than National Rate,-,132,"4,266",3.09,3.33,2.77,3.97,Same As National Rate,-,191,"2,731",6.99,6.98,6.03,7.93,Better Than National Rate,-,0.95,-,"6,879"
MD,217108,AMEDISYS HOME HEALTH OF MARYLAND,"811 CROMWELL PARK DRIVE, SUITE 109",GLEN BURNIE,21061,4105904926,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,06/28/1984,4.5,-,"2,731","2,732",100,-,"1,575","1,749",90.1,-,"1,787","1,946",90.4,-,"1,790","1,946",93.4,-,"1,791","1,946",90.3,-,"1,781","1,900",92.3,-,"1,621","1,939",83.3,-,9,"2,005",0.4,-,"2,701","2,734",98.8,-,22,"2,720",0.8,-,"1,179","1,941",60.74,-,118,178,66.29,-,"1,214","1,827",66.45,-,"2,706","3,591",75.36,84.16,82.46,85.41,Better Than National Rate,-,83,"2,266",3.66,3.46,2.82,4.06,Same As National Rate,-,147,"1,754",8.38,6.83,5.84,7.96,Better Than National Rate,-,0.98,-,"4,853"
MD,217111,AMEDISYS HOME HEALTH,"6512 DEER POINTE DRIVE, SUITE B",SALISBURY,21804,4105438258,PROPRIETARY,Yes,Yes,Yes,Yes,No,Yes,07/01/1984,4,-,"5,952","5,983",99.5,-,"3,118","3,927",79.4,-,"4,007","4,248",90,-,"4,000","4,249",91.8,-,"4,035","4,249",90.9,-,"4,041","4,144",93.4,-,"3,999","4,232",89.8,-,5,"4,369",0.1,-,"5,838","5,984",97.6,-,60,"5,924",1,-,"2,989","4,211",70.98,-,137,245,55.92,-,"2,463","4,124",59.72,-,"5,765","7,678",75.08,81.81,80.64,82.82,Better Than National Rate,-,99,"3,669",2.7,2.88,2.37,3.37,Better Than National Rate,-,407,"3,710",10.97,10.16,9.35,11.14,Same As National Rate,-,1.05,-,"12,148"
MD,217115,"HOME CALL, INC","844 WASHINGTON ROAD, SUITE 205",WESTMINSTER,21157,4108485379,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,04/01/1985,4,-,"2,408","2,464",97.7,-,"1,063","1,561",68.1,-,"1,622","1,786",89.2,-,"1,658","1,782",91,-,"1,646","1,786",90.7,-,"1,490","1,571",94.1,-,"1,625","1,769",90.2,-,6,"1,861",0.3,-,"2,260","2,464",91.7,-,19,"2,452",0.8,-,"1,299","1,781",72.94,-,68,92,73.91,-,"1,550","1,769",87.62,-,"2,131","2,814",75.73,82.34,80.8,84.35,Better Than National Rate,-,60,"1,247",4.81,4.69,3.83,5.67,Same As National Rate,-,150,"1,472",10.19,9.47,7.95,10.99,Same As National Rate,-,1.02,-,"4,536"
MD,217120,"PHR OF MARYLAND, INC.",4429 FORBES BLVD,LANHAM,20706,3015528325,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,09/20/1985,3,-,361,376,96,-,184,210,87.6,-,212,265,80,-,221,265,83,-,228,265,85.6,-,190,211,92.2,-,219,264,84.8,-,0,272,0,-,351,376,93.4,-,7,376,1.9,-,149,260,57.31,-,23,24,95.83,-,206,248,83.06,-,460,675,68.15,78.81,75.33,82.17,Same As National Rate,-,14,375,3.73,3.8,2.95,5.38,Same As National Rate,-,35,310,11.29,8.72,6.75,11.3,Same As National Rate,-,1,-,"1,051"
MD,217121,COMMUNITY HOME HEALTH OF MARYLAND,110 WEST ROAD SUITE 215,TOWSON,21204,4103561600,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,10/23/1986,4.5,-,"1,179","1,179",100,-,271,713,38,-,787,854,89.9,-,786,854,88.9,-,787,854,90.8,-,807,839,96,-,787,848,92.1,-,2,867,0.1,-,"1,154","1,179",97.9,-,5,"1,179",0.4,-,579,853,67.88,-,22,23,95.65,-,841,844,99.64,-,"1,226","1,663",73.72,82.83,80.31,85.23,Better Than National Rate,-,38,872,4.36,4,3.15,5.16,Same As National Rate,-,73,901,8.1,7.25,5.9,8.86,Better Than National Rate,-,0.96,-,"2,086"
